vibration,current_voltage,temperature,pressure,fuel_usage,emission,torque,load_today,rpm,machine_health
2.48,231.61,71.3,7.23,40.36,2.29,128.3,12,981,60.42
2.32,413.7,112.9,1.78,96.21,2.35,177.1,77,1798,42.11
6.68,325.22,59.2,1.24,26.61,1.32,337.3,100,2390,47.17
2.27,256.56,95.6,5.45,85.2,4.59,173.5,76,1650,41.76
7.23,298.35,58.4,9.7,31.32,2.57,87.4,62,2090,46.36
9.65,231.43,54.1,9.4,13.68,1.26,455.9,95,2417,35.9
8.44,287.95,43.3,2.94,19.62,2.75,333.6,22,2202,51.52
2.73,379.24,83.3,4.47,20.47,3.07,119.7,49,2442,52.61
8.48,449.04,56.7,1.13,94.29,0.92,483.4,52,2413,33.45
5.29,262.99,30.9,8.92,39.92,4.85,137.2,35,1997,48.1
3.35,358.01,94.8,7.89,68.73,0.38,407.2,47,2047,45.07
8.39,377.49,37.3,5.25,39.06,0.65,171.7,89,818,46.42
5.7,419.71,23.2,9.09,50.28,2.26,70.8,10,2080,53.68
5.37,278.5,29.2,1.61,43.28,3.88,280.5,85,947,51.05
8.71,403.67,57.8,8.28,69.76,3.63,63.5,48,2230,34.59
5.53,451.81,27.1,3.69,45.31,1.55,384.4,89,1450,49.07
2.22,221.93,81.3,1.93,67.95,4.22,52.4,66,1573,58.76
7.19,453.32,57.6,3.78,71.7,2.35,218.0,9,1780,47.14
0.29,261.0,63.5,6.27,56.25,0.81,458.2,84,1888,56.02
4.94,240.23,102.7,4.14,32.3,0.86,225.2,1,795,57.37
8.85,215.12,111.7,7.72,41.17,4.57,315.5,5,2263,29.73
5.3,246.02,97.0,9.67,35.28,5.0,171.7,86,861,33.2
7.65,383.5,26.4,3.88,70.08,1.83,461.1,82,1663,43.54
7.02,240.81,55.4,4.72,92.85,0.62,354.9,80,2397,41.51
0.33,286.19,62.1,6.23,43.91,2.91,258.2,31,648,58.95
2.28,349.67,82.9,3.49,67.14,1.38,375.9,77,2896,43.12
5.48,230.6,57.3,7.33,71.0,2.15,97.2,65,1961,51.05
4.36,374.22,80.3,8.76,62.19,1.34,347.4,31,1801,46.46
4.12,262.69,76.5,2.97,10.14,2.9,462.2,50,877,50.41
7.35,370.26,72.8,5.16,58.44,1.91,400.8,19,1558,46.22
4.54,449.26,65.7,9.45,62.65,0.42,143.8,10,2785,44.7
7.36,304.46,32.3,5.54,67.08,0.99,405.9,93,1027,44.31
6.3,432.99,109.6,3.88,38.6,2.84,324.2,41,968,36.91
6.39,397.37,86.2,7.61,44.64,2.2,373.9,11,2955,31.98
9.94,283.16,114.3,5.28,71.85,2.08,138.3,82,2704,27.17
7.96,271.51,70.3,8.59,98.72,1.27,304.3,41,1979,37.82
4.79,441.57,63.2,6.48,16.75,2.7,444.5,53,1453,45.25
1.15,388.06,70.8,9.84,64.99,2.35,221.0,44,2199,45.71
4.06,389.3,59.6,5.47,24.66,1.47,252.0,82,1393,53.89
2.94,455.41,78.5,5.42,43.27,1.04,90.6,27,1090,58.11
6.05,446.71,40.9,2.46,92.17,3.35,293.9,26,2544,38.2
0.31,409.09,77.2,2.91,20.22,3.54,459.1,89,1042,47.84
4.21,264.86,119.7,8.33,6.64,4.81,194.4,89,2922,30.84
1.34,314.44,111.7,4.15,94.69,2.45,286.0,72,2264,42.92
8.23,390.81,57.1,8.22,83.08,2.67,217.6,81,1697,32.84
4.06,249.7,69.1,3.11,85.61,2.08,96.8,14,647,58.81
9.19,401.39,117.0,4.95,48.94,2.63,400.0,94,1469,23.68
5.49,351.97,72.5,3.2,10.28,2.18,217.9,17,2327,54.22
8.81,350.05,79.1,9.52,63.17,3.51,148.2,77,2218,27.53
4.61,410.89,104.0,9.04,78.6,2.36,428.3,64,2460,26.12
3.69,213.18,82.2,9.25,43.65,2.4,480.5,92,2865,35.29
4.8,204.99,60.6,8.54,83.54,2.64,268.7,44,2553,43.5
9.37,287.65,21.2,4.33,80.45,0.47,164.3,28,1152,56.66
0.4,385.95,113.1,3.31,98.71,3.52,440.8,72,1374,37.53
5.24,364.62,55.0,9.68,45.86,3.64,204.0,48,1164,42.08
4.51,339.79,72.3,2.19,79.56,4.88,448.1,71,2011,35.63
9.13,215.16,106.4,5.46,22.2,1.51,79.9,86,1254,45.15
2.86,212.05,85.1,2.07,85.85,4.34,264.8,17,2343,49.51
4.91,367.27,76.2,6.91,8.27,4.61,89.8,36,2613,43.72
2.5,284.22,30.7,6.62,77.24,0.9,71.6,36,1911,67.68
7.12,428.89,23.8,2.29,90.13,3.85,125.1,33,2433,43.33
2.93,415.07,25.8,3.22,59.67,2.38,368.7,97,2942,44.78
0.91,390.15,37.3,4.84,11.67,4.55,107.9,12,1031,64.53
1.85,298.51,40.9,3.14,54.37,3.13,200.0,53,1772,62.38
3.38,278.32,115.9,4.27,52.03,0.65,76.5,87,1991,53.8
3.62,363.4,106.3,8.15,56.5,2.16,241.6,84,1817,38.55
2.37,239.68,46.7,6.91,76.29,1.27,133.4,67,1342,62.04
2.02,448.47,107.1,3.66,60.37,3.3,181.3,6,2870,44.16
7.24,333.37,114.4,2.37,86.56,1.63,426.5,82,1551,33.97
3.01,407.24,85.1,5.92,18.61,0.27,454.1,50,1143,53.17
2.91,225.57,65.0,7.38,68.63,1.65,202.2,86,763,49.55
9.21,227.3,115.8,4.98,46.06,3.84,107.8,7,915,40.65
6.07,305.35,26.6,7.68,74.14,0.96,50.8,70,2792,50.26
5.37,218.14,58.6,4.68,5.26,1.38,486.8,3,1779,63.31
7.92,293.81,64.5,4.49,71.02,1.95,420.6,53,2332,39.01
6.01,369.83,118.9,5.01,81.63,0.5,232.0,19,1468,46.09
2.61,337.18,96.2,2.72,71.84,2.45,249.3,13,2239,49.86
1.4,469.18,108.8,9.04,32.83,2.55,229.9,20,772,43.48
8.07,357.23,103.0,3.99,43.91,3.49,194.4,85,2344,32.24
0.52,346.73,66.3,7.8,97.25,0.93,197.1,21,1489,59.59
9.21,208.74,50.0,1.03,50.6,3.64,246.9,66,551,41.8
8.17,367.03,21.6,6.75,78.35,1.49,412.3,8,2400,44.29
8.94,293.99,93.3,4.12,92.93,1.91,101.9,80,1866,39.52
7.89,476.11,106.6,1.57,36.23,1.62,240.3,15,1727,45.43
1.8,429.68,109.0,6.47,36.79,4.07,463.5,13,2347,36.26
1.13,363.52,60.2,4.41,63.62,1.03,420.5,88,2218,49.56
0.32,452.53,75.8,9.42,17.38,1.83,354.3,24,993,51.23
7.58,237.15,114.0,5.88,19.83,3.91,445.7,75,2246,28.25
2.91,252.65,44.5,6.32,54.59,1.85,380.6,96,520,49.53
6.61,239.97,93.1,8.9,78.42,3.14,296.2,60,582,30.95
5.79,381.43,116.6,1.84,19.87,2.83,242.4,48,2884,36.56
7.06,467.33,83.9,3.12,35.31,1.01,444.6,49,1798,41.47
4.03,339.16,55.2,3.37,51.37,4.41,380.8,68,1806,43.27
4.8,453.09,58.2,2.21,26.11,1.72,216.4,41,2278,53.07
9.9,287.58,70.2,9.57,6.7,3.42,176.9,30,1484,43.63
4.91,457.16,48.4,6.37,86.92,1.81,255.2,30,2680,43.06
8.99,450.71,29.6,5.52,24.43,0.96,100.7,14,796,55.56
8.97,295.61,76.6,1.37,55.71,1.28,239.1,19,1256,50.9
7.41,241.21,97.6,2.92,63.63,0.56,399.3,5,2872,42.88
0.12,402.48,32.6,8.49,82.56,2.19,124.7,50,1738,61.0
3.13,254.33,43.9,1.59,70.21,3.48,101.9,97,2998,50.86
2.45,318.67,89.3,3.02,47.71,4.15,282.5,5,2728,45.79
5.06,259.9,96.9,5.06,47.75,2.7,215.9,56,966,44.61
2.39,410.99,78.0,1.16,88.84,3.5,76.2,2,546,51.62
2.07,346.09,110.3,4.97,49.76,4.78,209.4,19,2271,42.78
4.79,303.43,44.3,8.15,81.1,0.93,97.6,2,2536,57.85
1.04,326.54,115.5,7.46,45.03,1.1,181.4,3,2203,56.02
3.33,352.21,58.7,3.17,6.18,1.85,172.7,97,2336,56.34
6.3,429.76,25.0,3.55,67.53,3.73,322.0,71,1886,40.75
8.84,451.92,63.1,1.55,99.33,3.49,199.9,75,1260,33.3
8.97,341.95,47.1,6.68,66.85,0.99,201.1,72,2203,41.25
1.32,410.3,57.4,1.55,36.65,3.76,248.1,63,1617,58.05
1.93,421.51,106.4,4.43,47.27,3.83,361.5,82,1925,38.29
9.91,291.21,109.5,4.35,37.39,2.56,334.1,3,2592,33.15
8.73,347.26,48.8,8.49,46.51,2.94,188.4,36,682,39.92
4.57,368.15,111.5,9.86,33.91,3.17,432.9,47,2597,29.21
8.41,334.25,78.4,3.44,43.11,1.54,193.0,89,1918,44.8
1.69,201.56,32.4,8.48,68.35,4.48,208.7,14,595,57.1
7.51,388.29,92.4,7.04,79.81,1.14,485.7,69,1527,31.93
1.82,410.23,30.3,6.52,56.8,3.33,220.7,58,501,48.78
6.1,322.34,47.7,8.91,76.04,4.86,56.9,51,2090,38.22
0.38,269.19,55.6,8.73,26.91,0.72,478.8,74,1918,59.23
3.7,354.17,64.2,4.8,37.64,1.85,347.1,76,2926,42.96
4.09,462.66,24.9,7.94,36.82,3.15,438.7,8,1391,52.11
8.35,271.1,23.2,2.22,40.4,0.37,115.9,38,1769,66.26
3.58,215.43,61.0,8.56,76.2,4.25,300.3,94,1380,40.62
3.94,232.93,55.5,8.31,17.45,1.73,342.9,13,1586,61.47
9.59,300.28,73.5,5.49,32.13,1.74,319.3,33,2598,41.03
5.24,235.73,94.9,5.81,77.26,2.85,256.9,25,799,45.08
3.47,388.03,90.9,9.17,24.54,4.85,280.6,75,2189,33.62
0.19,316.56,75.9,4.94,84.88,1.62,291.7,44,1963,57.22
0.15,337.95,31.3,9.76,55.23,0.18,225.4,26,673,63.57
1.1,430.46,33.0,1.88,96.39,0.82,247.1,5,878,65.82
9.58,250.72,46.5,4.95,62.44,0.68,425.4,41,1057,48.64
4.11,467.23,40.7,5.05,40.32,4.89,252.4,77,773,38.98
3.37,293.85,94.9,9.66,43.03,1.48,394.3,49,2167,44.61
0.53,225.4,38.7,1.37,30.1,4.27,340.2,0,2251,68.94
3.6,272.66,33.3,3.32,61.8,2.43,297.8,58,1500,61.38
9.29,333.89,61.5,3.09,96.87,0.66,217.8,83,1731,43.37
2.58,430.6,85.0,3.22,95.79,4.31,138.4,56,1952,42.91
2.21,220.85,95.0,2.89,42.02,3.36,185.8,89,2966,44.49
6.86,413.48,115.0,4.91,21.65,4.41,171.2,99,2647,24.79
4.83,448.16,62.3,3.27,46.16,3.03,305.9,23,1571,49.78
8.85,216.8,72.0,4.83,19.36,1.63,104.5,42,1134,54.66
2.74,320.95,71.1,9.5,70.73,4.4,331.9,76,1760,36.96
1.53,444.46,25.9,1.55,92.89,3.77,430.2,51,2396,45.73
1.9,377.17,99.7,1.07,19.0,0.3,463.4,31,759,56.41
6.29,317.37,27.5,6.77,53.2,3.01,413.2,88,1382,44.95
6.59,251.41,49.3,1.62,35.52,3.72,261.3,20,567,50.44
9.07,444.86,53.5,5.1,19.45,4.1,87.8,30,1093,42.99
6.11,439.18,80.1,2.51,6.8,1.57,442.3,30,2313,45.83
1.75,200.78,60.2,9.53,89.74,0.57,56.8,12,1157,65.29
5.28,418.83,117.3,3.52,79.39,1.5,156.9,78,1471,39.96
4.93,204.2,40.4,2.41,63.6,1.62,333.5,64,2473,55.72
3.26,450.65,47.2,8.31,16.85,1.87,300.4,73,2456,44.4
3.22,331.28,24.3,3.12,36.51,0.35,207.5,97,557,60.91
2.21,380.29,56.3,4.82,39.54,2.64,359.6,85,2629,45.9
6.9,297.13,41.8,2.82,77.85,2.27,51.1,49,984,55.23
3.25,277.27,31.4,2.11,68.19,1.84,145.9,35,2557,62.08
3.96,392.63,103.4,9.56,58.11,1.59,304.2,40,1765,42.76
4.21,472.75,32.2,9.76,79.26,0.21,132.3,36,2520,47.75
3.13,465.45,109.7,8.45,51.63,1.58,333.5,72,1261,38.91
1.14,295.45,52.1,9.96,34.06,1.52,291.5,93,2673,47.79
9.54,428.06,31.5,5.6,27.18,0.54,68.2,81,1516,54.38
7.87,289.48,61.1,5.5,18.81,4.61,189.1,72,1956,39.06
0.86,441.91,103.6,2.37,92.88,3.87,334.3,17,1119,42.85
2.4,478.15,102.8,5.21,14.8,2.75,186.7,43,827,46.31
5.8,408.85,34.1,2.56,93.42,0.27,161.1,96,1201,54.02
2.43,329.91,22.2,1.72,81.28,1.57,409.9,60,1040,60.4
9.56,451.06,47.4,2.42,29.54,3.1,66.0,54,909,44.94
8.67,363.96,105.5,1.46,36.66,0.79,375.0,34,641,40.01
0.18,309.51,104.2,9.04,91.23,3.04,228.4,85,2140,38.91
5.48,228.84,27.2,6.19,89.28,0.16,58.1,7,1289,70.76
7.03,288.01,108.0,9.38,55.57,0.48,217.0,8,2231,44.49
6.01,387.45,46.1,7.82,5.28,4.92,344.8,20,1241,45.91
1.42,227.43,75.8,5.69,9.92,2.38,394.1,6,2357,58.67
7.93,290.93,95.1,5.37,31.18,2.5,470.4,10,1237,40.66
4.63,382.2,21.6,6.49,91.26,4.98,364.3,43,1990,41.22
2.75,289.58,111.2,4.7,71.26,1.83,199.9,4,1693,56.93
4.01,201.46,80.2,9.39,88.02,3.77,77.5,93,584,38.81
2.13,324.63,45.5,9.16,36.59,3.05,249.0,73,860,47.86
7.76,206.67,46.8,3.63,75.6,0.24,226.1,33,2694,52.63
6.65,394.28,39.6,1.01,7.19,2.72,64.6,25,1437,63.39
2.71,225.25,21.2,3.63,95.27,0.32,313.2,100,884,59.88
2.44,410.34,102.2,3.68,92.88,1.91,395.6,95,1441,38.59
7.36,223.93,61.2,3.98,33.69,0.3,188.5,77,1658,58.21
0.83,307.12,29.1,3.11,75.83,4.54,212.2,43,1751,60.58
7.58,249.56,49.5,3.13,27.11,0.94,223.8,51,2582,53.55
4.6,430.34,39.2,3.02,66.43,3.57,92.8,34,2698,46.9
5.88,455.87,38.1,5.78,88.46,1.33,233.8,70,2483,40.38
2.04,336.82,21.4,5.9,66.48,2.77,492.1,75,2407,47.09
8.98,204.51,24.7,7.11,84.69,2.26,322.4,97,1368,40.56
2.72,298.44,105.3,5.09,65.45,4.77,236.7,81,895,34.77
3.67,331.37,99.1,4.2,61.02,2.29,137.5,97,2146,41.88
8.35,266.94,96.8,7.3,45.48,4.24,150.2,82,1480,36.27
9.86,389.15,47.7,8.62,78.61,2.22,213.9,95,1787,31.06
6.22,286.4,47.0,4.1,67.47,5.0,75.6,2,2482,49.71
2.17,269.24,85.3,2.4,58.29,3.92,76.9,64,1797,54.71
4.42,453.01,32.1,1.44,80.05,1.2,283.4,1,1333,61.2
9.2,315.07,111.6,1.84,17.43,4.29,242.8,53,2825,31.08
2.02,287.09,105.3,5.64,73.51,2.26,170.0,26,2285,51.86
5.49,370.27,111.7,2.36,13.51,1.24,133.5,21,2513,53.02
2.26,447.71,114.7,2.64,49.8,2.95,487.0,39,1026,39.88
7.64,307.53,111.1,2.63,81.42,3.1,248.4,61,1789,35.02
3.36,331.33,91.7,9.71,17.67,0.98,140.9,69,1649,51.69
6.71,461.28,33.6,9.22,33.77,3.91,456.6,44,2760,29.58
1.43,283.52,62.5,1.29,34.52,1.94,146.6,25,2091,69.22
0.53,331.68,67.8,2.86,75.14,2.78,469.2,50,2120,49.28
1.93,235.57,33.8,6.42,16.58,2.02,402.3,56,2404,60.98
8.74,444.81,85.6,8.39,18.43,3.74,55.5,12,2842,34.14
3.1,443.1,109.2,4.81,67.41,3.63,397.5,65,1462,36.04
7.27,273.09,50.8,1.64,95.18,2.44,211.2,74,1338,49.01
5.19,259.21,51.4,3.44,46.09,1.63,316.5,40,807,54.38
4.38,343.48,25.1,3.63,88.39,0.41,276.4,93,1849,54.59
4.7,351.76,51.4,9.67,70.82,2.4,78.3,14,2610,46.52
1.2,240.98,106.9,5.14,64.04,1.58,377.7,14,1671,55.83
0.85,299.87,46.2,6.99,88.64,3.55,180.2,29,744,53.99
0.82,310.26,52.0,3.98,12.11,3.19,414.6,58,1675,60.93
2.87,336.0,84.8,4.8,30.12,0.83,251.7,24,2688,54.03
3.43,328.02,85.4,1.04,51.62,1.51,234.9,42,1776,60.47
4.67,394.67,83.3,8.78,24.62,3.88,323.9,84,1165,33.69
7.14,346.99,106.4,2.65,88.15,4.82,327.3,64,1800,28.43
9.72,260.97,63.5,7.61,79.05,3.45,200.2,1,1597,41.08
2.03,277.03,27.4,6.9,15.93,0.9,457.8,16,1798,69.5
2.29,417.91,40.7,3.65,43.15,0.67,99.4,66,1909,64.91
3.01,259.65,111.1,4.45,97.75,4.62,212.4,18,1931,41.14
6.62,249.64,62.4,4.16,64.52,2.2,398.8,96,1547,43.92
5.15,290.28,104.7,8.13,77.69,4.72,385.9,83,694,21.23
3.92,257.64,67.9,4.01,31.33,2.48,102.3,66,1003,58.21
2.81,340.75,55.8,8.15,41.97,4.27,223.5,71,1656,45.34
1.31,333.13,74.1,4.11,88.94,0.19,408.5,16,1222,62.06
7.22,291.87,82.7,6.33,62.19,4.37,76.0,11,537,38.32
6.67,257.08,118.7,1.39,97.01,4.06,191.3,89,2435,30.26
6.49,461.54,85.4,5.61,37.82,2.41,132.9,55,1067,39.53
3.55,276.8,78.1,6.67,75.83,3.64,269.0,79,2666,34.11
6.41,457.0,21.3,6.24,98.7,0.75,299.7,13,630,45.93
4.49,338.76,48.8,5.02,57.72,2.76,315.7,48,1995,50.19
0.38,324.92,25.6,3.19,49.79,4.62,387.7,60,1592,59.73
3.1,303.78,86.3,3.83,95.96,0.72,374.5,49,1247,51.8
9.28,351.14,115.9,6.07,21.55,3.01,375.1,92,910,22.66
4.14,227.54,83.4,6.65,88.17,0.86,364.1,4,2847,47.52
2.8,367.42,56.6,7.84,52.11,3.47,67.3,53,1746,53.24
5.14,328.8,73.9,2.56,52.28,3.97,312.1,77,2935,35.92
0.75,283.75,45.0,3.74,7.77,0.66,397.6,77,894,66.09
2.08,324.57,102.1,5.35,36.71,0.63,219.9,26,818,57.35
2.27,382.28,88.0,9.97,97.18,4.75,329.2,83,1790,27.08
8.75,450.09,42.1,1.19,50.19,0.97,74.7,7,2989,50.55
5.34,301.51,91.4,1.59,84.88,2.23,216.8,55,1403,47.88
5.81,280.09,96.9,3.06,91.32,4.28,197.6,53,1411,42.08
7.09,396.63,66.6,9.61,78.14,1.22,389.3,85,2957,23.89
6.1,335.11,39.8,7.46,51.14,0.54,118.7,35,1579,58.93
0.8,439.96,100.9,5.24,69.48,3.87,85.0,48,1414,48.52
0.32,382.29,56.7,6.58,21.25,0.42,388.4,3,1475,71.02
2.85,353.3,31.7,7.08,88.8,1.83,450.1,52,1044,49.9
5.1,350.76,103.0,8.2,6.75,1.44,401.7,99,1718,41.72
5.35,340.36,58.4,7.46,31.83,4.18,406.0,33,2868,33.81
3.13,225.53,119.3,5.72,83.43,2.77,373.0,22,2908,38.19
3.71,208.88,28.4,3.96,21.42,3.34,372.5,98,1927,54.33
2.94,472.99,35.8,4.92,93.75,1.3,161.6,77,1078,51.12
6.8,434.27,20.4,6.22,61.58,1.95,71.7,25,2125,54.71
9.69,418.35,89.5,6.51,16.41,3.26,76.0,80,1476,34.82
9.26,341.13,109.4,5.16,44.79,2.99,492.4,95,1005,23.24
4.36,434.09,39.9,7.38,13.11,3.56,105.8,53,668,48.08
3.29,356.36,28.2,9.93,74.7,1.46,326.2,44,2042,48.88
4.43,373.83,60.6,8.59,47.14,1.15,135.8,45,1993,52.98
6.01,245.27,95.4,6.69,17.3,4.97,162.8,1,794,44.23
7.25,329.65,30.9,2.84,54.53,3.65,493.5,31,1861,43.76
1.03,331.42,74.1,8.53,36.57,1.21,293.4,72,620,51.02
0.33,255.25,90.5,4.81,61.94,4.71,475.0,45,1129,47.63
2.2,407.27,57.7,9.86,6.95,1.62,194.9,70,2542,50.87
0.47,313.68,114.0,1.64,91.41,2.61,257.1,85,742,46.83
3.48,349.85,80.9,4.01,11.58,4.21,353.9,83,2518,40.38
7.84,252.59,93.9,2.83,78.35,1.63,193.0,9,2026,49.46
7.02,316.47,102.8,2.08,59.65,3.16,329.8,78,928,36.38
0.73,201.89,103.3,3.72,90.78,4.73,92.3,90,1507,51.66
8.24,305.07,67.5,9.63,53.7,3.2,364.6,59,739,32.08
1.44,211.03,62.3,4.68,65.49,0.88,209.7,16,2022,66.91
6.01,356.58,86.0,1.2,70.38,2.29,78.9,41,753,47.9
6.77,451.32,96.7,8.83,31.61,1.31,202.0,7,1816,42.34
2.65,210.53,93.4,2.66,43.93,1.93,292.4,10,1726,64.32
6.36,396.23,85.9,7.18,61.9,1.89,197.3,51,1749,39.83
2.67,232.56,119.0,3.13,47.11,4.45,329.8,29,1503,49.98
7.72,443.45,52.6,8.13,83.47,2.71,451.2,5,1773,34.98
2.43,426.19,84.0,3.54,74.26,1.57,237.6,34,628,49.23
1.05,287.69,104.1,1.02,21.16,0.3,54.2,94,2300,65.89
6.37,337.89,70.7,1.82,39.28,2.43,387.8,45,2773,41.56
9.56,411.98,62.8,8.09,90.46,2.04,229.6,25,1870,35.23
2.46,383.59,22.4,5.94,32.34,1.75,58.1,61,2527,60.68
7.14,220.42,65.4,4.39,86.02,0.5,175.7,66,1319,55.68
3.41,294.59,55.2,5.38,97.56,0.29,67.8,38,781,60.12
6.17,468.19,86.6,1.75,92.87,1.42,204.3,31,2261,42.06
0.96,470.08,116.7,7.59,56.82,4.71,351.3,82,2718,23.13
5.35,266.7,118.0,9.27,34.25,4.92,52.8,22,756,37.17
5.8,426.94,36.4,8.71,10.18,0.56,245.2,65,2890,46.16
7.05,363.62,66.9,2.35,37.83,4.48,473.2,50,2230,33.32
8.75,285.55,96.5,4.19,98.61,3.53,367.2,20,1304,33.85
9.3,288.29,58.7,4.79,39.15,4.33,436.6,48,2102,34.74
7.67,213.42,111.3,2.87,6.32,3.54,185.5,8,2101,51.03
6.55,456.39,59.0,7.7,69.86,3.85,225.1,95,1008,29.45
7.02,278.96,68.8,6.97,79.99,2.11,263.1,28,635,40.45
1.13,296.39,74.9,8.73,75.89,2.3,367.7,42,2209,45.54
4.15,253.52,83.5,7.85,78.61,3.14,412.2,90,2319,33.28
6.07,475.61,53.1,5.25,9.57,3.17,315.1,84,1826,39.53
4.15,460.28,33.5,4.78,39.5,3.12,293.8,43,591,46.16
9.51,400.17,71.9,3.04,36.09,2.9,71.5,56,2940,36.94
3.15,458.6,88.5,2.53,60.21,1.49,234.3,79,1549,49.24
5.56,380.64,28.1,4.03,54.52,4.38,402.5,92,1581,40.5
4.97,325.86,52.8,6.39,69.89,1.1,479.9,89,2702,39.63
4.38,235.2,64.2,4.15,19.05,0.29,304.5,15,2259,65.58
3.58,214.51,105.9,2.94,100.0,1.93,450.0,50,2157,44.41
7.58,218.78,65.9,7.56,94.12,3.57,345.4,15,2898,32.3
4.82,221.07,71.8,7.18,78.91,2.97,408.2,94,2099,36.61
9.43,365.58,27.7,7.0,10.76,4.89,306.9,40,1128,41.31
3.88,298.13,70.7,7.36,64.51,3.58,79.2,88,1336,44.43
3.6,382.07,110.4,1.76,16.32,4.41,212.7,58,2402,43.06
2.27,339.56,37.7,8.32,84.24,2.73,338.6,46,2364,47.21
1.23,224.59,83.6,6.24,96.95,3.36,81.4,88,1777,49.64
9.23,397.49,86.7,4.29,86.01,1.4,275.3,36,1467,40.1
1.67,203.13,113.4,1.89,9.63,3.01,366.5,15,1127,59.1
6.71,472.25,41.4,5.77,39.73,1.83,251.6,65,564,39.99
6.72,420.75,85.4,3.42,13.29,3.39,491.3,28,1469,40.49
0.78,290.45,33.0,2.47,63.91,4.86,344.6,34,1461,62.12
7.04,344.27,91.9,3.63,27.36,1.47,326.0,21,1611,50.0
1.94,312.45,109.2,8.51,79.81,2.52,366.8,44,1711,43.72
7.62,251.65,92.1,6.06,13.49,4.93,266.1,8,1292,41.45
4.33,411.6,82.5,7.5,91.73,0.96,482.9,22,1140,39.99
9.87,228.42,81.6,3.77,76.06,4.24,395.3,71,1805,30.74
8.28,316.09,109.3,1.17,42.33,1.74,211.5,43,1203,47.34
6.88,409.44,99.8,5.81,47.4,2.39,393.6,57,981,32.63
5.37,219.09,53.6,2.08,34.24,2.94,370.2,97,795,48.21
1.26,229.03,74.8,7.92,79.84,3.88,329.2,72,2203,41.07
3.05,441.12,26.9,2.55,79.73,3.05,274.0,10,2727,51.1
2.03,281.79,51.0,3.59,52.17,0.73,272.2,73,1501,67.25
5.64,417.41,73.4,4.86,79.84,4.24,368.1,36,2721,30.65
4.78,465.86,85.4,9.07,92.59,2.98,299.3,23,1608,33.57
1.88,276.32,104.4,1.21,87.94,2.79,497.2,14,659,47.88
6.52,367.47,49.3,6.11,25.47,1.82,144.9,52,989,52.66
6.72,251.41,79.8,2.22,13.7,3.93,166.4,71,2346,46.06
3.12,375.22,38.5,9.36,5.58,0.54,493.6,86,1587,54.89
1.08,324.62,21.3,7.98,94.8,4.9,217.0,32,1612,54.58
8.98,298.11,110.5,4.7,81.34,3.98,176.1,28,2119,29.62
8.97,240.7,116.0,6.28,21.8,1.4,283.4,23,896,40.61
0.15,258.64,95.8,8.56,16.44,2.42,116.4,6,1426,66.41
8.82,255.12,44.3,6.68,49.05,4.17,191.3,93,2647,31.43
7.13,461.86,90.4,7.1,16.07,4.37,279.3,29,1213,33.13
2.72,414.01,20.2,2.76,44.51,4.14,67.7,0,1064,65.39
8.55,342.62,34.3,9.69,88.92,0.38,388.5,36,2781,37.35
2.67,205.3,22.2,4.42,95.46,2.63,346.5,74,1045,57.38
6.53,399.67,81.2,1.37,97.4,0.3,418.0,75,1398,43.99
3.92,319.1,39.8,2.68,76.82,3.78,376.1,14,1085,53.36
5.74,206.82,114.2,4.02,16.02,0.25,274.9,33,533,52.9
2.06,459.18,73.9,6.96,96.98,3.04,286.8,58,2392,37.32
1.03,311.63,51.5,5.38,64.52,1.47,98.0,62,2553,59.07
1.24,478.34,32.0,5.33,57.42,3.19,54.9,52,1122,58.4
9.59,459.92,95.9,1.3,54.43,2.56,173.3,16,1869,41.17
7.74,330.28,117.7,8.19,39.42,1.82,83.7,100,2031,32.61
0.31,347.26,66.8,6.17,78.94,3.96,371.7,46,1966,46.84
1.53,468.07,84.0,5.51,25.54,3.85,281.6,69,2080,42.21
1.79,436.47,108.4,2.76,55.88,4.4,81.9,78,886,41.35
8.3,209.47,52.9,8.98,76.99,3.41,413.6,47,2564,33.32
9.6,221.6,113.0,5.37,58.53,4.79,70.9,94,1976,27.64
2.88,224.48,58.8,3.98,27.67,0.78,280.7,98,2443,58.61
1.94,387.57,22.3,2.12,66.91,2.35,282.2,26,1608,66.48
5.86,273.26,100.6,9.74,26.83,4.28,335.8,82,2367,26.07
1.66,272.88,22.4,1.43,42.38,2.38,65.6,88,2054,69.48
3.98,451.34,112.2,3.09,20.61,0.58,303.1,100,896,44.43
5.51,383.1,96.8,6.67,29.53,1.13,217.5,87,1679,44.6
4.68,202.57,44.9,4.34,60.65,1.43,59.7,39,1846,65.51
2.18,440.43,58.7,4.75,64.27,1.73,418.7,61,1626,51.99
3.86,278.49,111.0,8.65,57.54,1.68,474.0,97,2425,29.37
3.75,244.76,20.7,3.47,53.09,4.09,284.9,8,2684,55.58
6.74,201.32,35.0,1.11,36.37,0.31,364.6,62,2580,58.1
7.81,372.52,73.2,3.7,90.89,2.15,217.2,77,2933,30.67
5.2,436.71,78.1,8.76,39.34,4.22,230.9,37,1912,36.47
8.42,324.9,71.3,8.19,88.25,1.39,311.7,78,1092,32.85
0.75,215.23,28.5,3.02,94.52,3.68,492.7,31,1956,59.7
7.29,446.35,51.1,3.44,12.27,4.44,373.4,25,1008,40.79
4.68,403.3,90.7,8.65,25.07,3.98,290.4,93,2592,26.18
